order_ref,order_date,customer_id,origin_name,origin_city,origin_country,dest_city,dest_country,units,weight_kg,mode,product_category,order_value,returned
SO-01185,2026-02-23,C-CAI-032,Dubai DC,Dubai,AE,Cairo,EG,11,36.45,sea,cables,521.86,0
SO-01237,2026-02-23,C-LAG-021,Dubai DC,Dubai,AE,Lagos,NG,7,23.74,air,chargers,477.37,0
SO-00227,2026-02-24,C-MAD-009,Rotterdam DC,Rotterdam,NL,Madrid,ES,5,13.29,road,cables,399.42,0
SO-00332,2026-02-24,C-STO-002,Rotterdam DC,Rotterdam,NL,Stockholm,SE,9,19.47,road,storage,909.13,0
SO-00407,2026-02-24,C-TOK-017,Shenzhen DC,Shenzhen,CN,Tokyo,JP,6,22.62,sea,storage,1166.12,0
SO-00587,2026-02-24,C-JAK-015,Shenzhen DC,Shenzhen,CN,Jakarta,ID,7,23.56,sea,storage,326.09,0
SO-00687,2026-02-24,C-SYD-017,Rotterdam DC,Rotterdam,NL,Sydney,AU,6,15.51,air,storage,759.37,0
SO-01220,2026-02-24,C-NAI-019,Dubai DC,Dubai,AE,Nairobi,KE,10,28.46,air,storage,448.01,0
SO-00207,2026-02-25,C-MAD-007,Rotterdam DC,Rotterdam,NL,Madrid,ES,21,44.08,road,audio,767.98,0
SO-00635,2026-02-25,C-MUM-025,Shenzhen DC,Shenzhen,CN,Mumbai,IN,12,29.73,sea,audio,512.54,0
SO-00678,2026-02-25,C-SYD-035,Rotterdam DC,Rotterdam,NL,Sydney,AU,4,14.39,air,storage,686.34,0
SO-01198,2026-02-25,C-CAI-002,Dubai DC,Dubai,AE,Cairo,EG,14,40.98,sea,audio,609.8,0
SO-00039,2026-02-26,C-LON-011,Rotterdam DC,Rotterdam,NL,London,GB,6,18.3,road,cables,563.61,0
SO-00667,2026-02-26,C-SYD-004,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,13.59,air,chargers,907.41,0
SO-00777,2026-02-27,C-NEW-026,Memphis DC,Memphis,US,New York City,US,3,9.73,road,wearables,650.71,0
SO-00844,2026-02-27,C-CHI-006,Memphis DC,Memphis,US,Chicago,US,13,26.08,road,cases,396.68,0
SO-01209,2026-02-27,C-NAI-018,Dubai DC,Dubai,AE,Nairobi,KE,3,11.99,air,chargers,489.41,0
SO-00247,2026-02-28,C-MAD-011,Rotterdam DC,Rotterdam,NL,Madrid,ES,11,33.31,road,wearables,701.31,0
SO-00265,2026-02-28,C-MIL-010,Rotterdam DC,Rotterdam,NL,Milan,IT,6,17.3,road,cables,700.06,0
SO-00677,2026-02-28,C-SYD-015,Rotterdam DC,Rotterdam,NL,Sydney,AU,2,9.81,air,cases,1275.15,0
SO-00797,2026-02-28,C-NEW-007,Memphis DC,Memphis,US,New York City,US,9,19.09,road,chargers,896.74,0
SO-01147,2026-02-28,C-RIY-038,Dubai DC,Dubai,AE,Riyadh,SA,20,33.79,road,cables,1048.9,0
SO-00130,2026-03-01,C-BER-026,Rotterdam DC,Rotterdam,NL,Berlin,DE,5,13.95,road,storage,588.42,0
SO-00395,2026-03-01,C-TOK-005,Shenzhen DC,Shenzhen,CN,Tokyo,JP,10,17.99,sea,wearables,544.64,0
SO-00563,2026-03-01,C-JAK-005,Shenzhen DC,Shenzhen,CN,Jakarta,ID,11,22.49,sea,audio,600.49,0
SO-00113,2026-03-02,C-BER-002,Rotterdam DC,Rotterdam,NL,Berlin,DE,8,29.52,road,cables,861.12,0
SO-00498,2026-03-02,C-SIN-030,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,12.61,sea,wearables,437.58,1
SO-00650,2026-03-02,C-MUM-037,Shenzhen DC,Shenzhen,CN,Mumbai,IN,6,18.11,sea,chargers,706.02,0
SO-00784,2026-03-02,C-NEW-033,Memphis DC,Memphis,US,New York City,US,8,18.76,road,wearables,485.45,0
SO-00934,2026-03-02,C-LOS-037,Memphis DC,Memphis,US,Los Angeles,US,4,10.29,road,storage,717.62,0
SO-00952,2026-03-02,C-TOR-033,Memphis DC,Memphis,US,Toronto,CA,10,18.65,road,audio,753.4,0
SO-01291,2026-03-02,C-KAR-033,Dubai DC,Dubai,AE,Karachi,PK,14,37.91,sea,cables,865.08,0
SO-00031,2026-03-03,C-LON-004,Rotterdam DC,Rotterdam,NL,London,GB,5,14.77,road,storage,844.57,1
SO-00037,2026-03-03,C-LON-006,Rotterdam DC,Rotterdam,NL,London,GB,4,8.73,road,chargers,668.6,0
SO-00138,2026-03-03,C-PAR-038,Rotterdam DC,Rotterdam,NL,Paris,FR,2,8.35,road,chargers,849.95,0
SO-00284,2026-03-03,C-MIL-024,Rotterdam DC,Rotterdam,NL,Milan,IT,5,16.75,road,wearables,432.6,0
SO-00306,2026-03-03,C-WAR-034,Rotterdam DC,Rotterdam,NL,Warsaw,PL,6,22.91,road,cases,1103.76,0
SO-00702,2026-03-03,C-AUC-032,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,10.34,air,cables,881.74,0
SO-00759,2026-03-03,C-NEW-027,Memphis DC,Memphis,US,New York City,US,6,9.08,road,cables,687.44,0
SO-01269,2026-03-03,C-JOH-036,Dubai DC,Dubai,AE,Johannesburg,ZA,15,39.99,sea,chargers,720.01,0
SO-00220,2026-03-04,C-MAD-021,Rotterdam DC,Rotterdam,NL,Madrid,ES,9,33.82,road,chargers,397.93,0
SO-00417,2026-03-04,C-TOK-037,Shenzhen DC,Shenzhen,CN,Tokyo,JP,11,17.71,sea,wearables,887.43,0
SO-01134,2026-03-04,C-RIY-036,Dubai DC,Dubai,AE,Riyadh,SA,16,25.31,road,audio,1149.89,0
SO-01139,2026-03-04,C-RIY-016,Dubai DC,Dubai,AE,Riyadh,SA,6,21.21,road,cases,1063.02,0
SO-00073,2026-03-05,C-LON-001,Rotterdam DC,Rotterdam,NL,London,GB,1,0.5,road,wearables,891.8,0
SO-00236,2026-03-05,C-MAD-002,Rotterdam DC,Rotterdam,NL,Madrid,ES,8,24.38,road,chargers,660.33,0
SO-00723,2026-03-05,C-NEW-023,Memphis DC,Memphis,US,New York City,US,8,19.22,road,audio,647.3,0
SO-00862,2026-03-05,C-CHI-024,Memphis DC,Memphis,US,Chicago,US,5,13.95,road,storage,568.11,0
SO-01217,2026-03-05,C-NAI-008,Dubai DC,Dubai,AE,Nairobi,KE,7,19.51,air,storage,568.45,0
SO-01080,2026-03-06,C-SAN-011,Memphis DC,Memphis,US,Santiago,CL,6,14.48,sea,audio,652.21,0
SO-01037,2026-03-07,C-SAO-023,Memphis DC,Memphis,US,Sao Paulo,BR,11,24.92,sea,cases,693.28,0
SO-01127,2026-03-07,C-RIY-024,Dubai DC,Dubai,AE,Riyadh,SA,14,22.08,road,storage,586.51,0
SO-00372,2026-03-08,C-TOK-007,Shenzhen DC,Shenzhen,CN,Tokyo,JP,13,21.59,sea,cables,865.17,0
SO-00454,2026-03-08,C-SEO-018,Shenzhen DC,Shenzhen,CN,Seoul,KR,7,15.64,sea,wearables,609.73,0
SO-00909,2026-03-08,C-LOS-035,Memphis DC,Memphis,US,Los Angeles,US,8,14.79,road,cables,552.75,0
SO-00172,2026-03-09,C-PAR-007,Rotterdam DC,Rotterdam,NL,Paris,FR,6,16.63,road,cables,902.6,0
SO-00197,2026-03-09,C-PAR-007,Rotterdam DC,Rotterdam,NL,Paris,FR,13,20.63,road,cables,801.55,0
SO-00481,2026-03-09,C-SIN-026,Shenzhen DC,Shenzhen,CN,Singapore,SG,4,12.75,sea,chargers,939.19,0
SO-00574,2026-03-09,C-JAK-002,Shenzhen DC,Shenzhen,CN,Jakarta,ID,11,29.17,sea,cables,556.31,0
SO-00042,2026-03-10,C-LON-022,Rotterdam DC,Rotterdam,NL,London,GB,6,16.67,road,chargers,174.54,0
SO-00049,2026-03-10,C-LON-003,Rotterdam DC,Rotterdam,NL,London,GB,12,19.29,road,storage,580.23,0
SO-01268,2026-03-10,C-JOH-010,Dubai DC,Dubai,AE,Johannesburg,ZA,7,21.36,sea,cases,381.47,1
SO-00070,2026-03-11,C-LON-024,Rotterdam DC,Rotterdam,NL,London,GB,10,25.73,road,wearables,446.86,0
SO-00075,2026-03-11,C-BER-008,Rotterdam DC,Rotterdam,NL,Berlin,DE,19,31.18,road,storage,453.12,0
SO-00277,2026-03-11,C-MIL-029,Rotterdam DC,Rotterdam,NL,Milan,IT,10,16.09,road,wearables,554.5,0
SO-00471,2026-03-12,C-SEO-012,Shenzhen DC,Shenzhen,CN,Seoul,KR,4,11.2,sea,cables,840.39,0
SO-00642,2026-03-12,C-MUM-023,Shenzhen DC,Shenzhen,CN,Mumbai,IN,13,27.18,sea,audio,600.39,1
SO-01002,2026-03-12,C-MEX-001,Memphis DC,Memphis,US,Mexico City,MX,10,21.49,road,wearables,657.67,1
SO-01029,2026-03-12,C-SAO-006,Memphis DC,Memphis,US,Sao Paulo,BR,13,33.94,sea,chargers,292.25,0
SO-01096,2026-03-12,C-SAN-029,Memphis DC,Memphis,US,Santiago,CL,9,27.91,sea,storage,533.46,1
SO-00189,2026-03-13,C-PAR-022,Rotterdam DC,Rotterdam,NL,Paris,FR,8,24.23,road,cables,801.33,0
SO-00264,2026-03-13,C-MIL-029,Rotterdam DC,Rotterdam,NL,Milan,IT,16,32.05,road,wearables,434.09,0
SO-00692,2026-03-13,C-SYD-026,Rotterdam DC,Rotterdam,NL,Sydney,AU,8,14.44,air,wearables,1063.1,0
SO-00905,2026-03-13,C-LOS-013,Memphis DC,Memphis,US,Los Angeles,US,9,21.68,road,chargers,521.28,1
SO-00538,2026-03-14,C-BAN-021,Shenzhen DC,Shenzhen,CN,Bangkok,TH,9,18.81,sea,storage,446.69,0
SO-00614,2026-03-14,C-MAN-004,Shenzhen DC,Shenzhen,CN,Manila,PH,5,20.73,sea,cases,300.45,0
SO-01069,2026-03-14,C-BOG-032,Memphis DC,Memphis,US,Bogota,CO,8,26.65,air,cables,505.5,0
SO-01249,2026-03-14,C-JOH-038,Dubai DC,Dubai,AE,Johannesburg,ZA,6,18.63,sea,audio,804.24,1
SO-00072,2026-03-15,C-LON-006,Rotterdam DC,Rotterdam,NL,London,GB,8,20.36,road,audio,798.81,0
SO-00289,2026-03-15,C-WAR-032,Rotterdam DC,Rotterdam,NL,Warsaw,PL,8,16.23,road,cables,735.76,0
SO-01179,2026-03-15,C-CAI-034,Dubai DC,Dubai,AE,Cairo,EG,15,22.77,sea,wearables,558.9,0
SO-00486,2026-03-16,C-SIN-016,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,17.41,sea,cases,638.5,0
SO-00628,2026-03-16,C-MUM-034,Shenzhen DC,Shenzhen,CN,Mumbai,IN,13,27.63,sea,cases,454.82,0
SO-00342,2026-03-17,C-STO-015,Rotterdam DC,Rotterdam,NL,Stockholm,SE,8,19.34,road,cases,905.01,0
SO-00345,2026-03-17,C-STO-027,Rotterdam DC,Rotterdam,NL,Stockholm,SE,6,20.38,road,audio,391.79,0
SO-01087,2026-03-17,C-SAN-039,Memphis DC,Memphis,US,Santiago,CL,18,29.94,sea,audio,729.77,0
SO-01146,2026-03-17,C-RIY-033,Dubai DC,Dubai,AE,Riyadh,SA,11,33.44,road,chargers,414.93,0
SO-00035,2026-03-18,C-LON-030,Rotterdam DC,Rotterdam,NL,London,GB,7,14.89,road,cases,522.54,0
SO-00817,2026-03-18,C-CHI-007,Memphis DC,Memphis,US,Chicago,US,6,20.08,road,chargers,556.25,0
SO-01137,2026-03-18,C-RIY-029,Dubai DC,Dubai,AE,Riyadh,SA,5,14.7,road,cases,806.99,0
SO-00023,2026-03-19,C-LON-010,Rotterdam DC,Rotterdam,NL,London,GB,4,6.61,road,wearables,490.34,0
SO-00228,2026-03-19,C-MAD-013,Rotterdam DC,Rotterdam,NL,Madrid,ES,17,29.66,road,cables,1109.76,1
SO-00514,2026-03-19,C-SIN-005,Shenzhen DC,Shenzhen,CN,Singapore,SG,4,13.68,sea,wearables,657.61,0
SO-00987,2026-03-19,C-MEX-036,Memphis DC,Memphis,US,Mexico City,MX,7,16.63,road,wearables,613.79,0
SO-01082,2026-03-19,C-SAN-018,Memphis DC,Memphis,US,Santiago,CL,7,18.75,sea,storage,721.85,0
SO-00053,2026-03-20,C-LON-004,Rotterdam DC,Rotterdam,NL,London,GB,10,21.98,road,audio,863.37,0
SO-00878,2026-03-20,C-LOS-032,Memphis DC,Memphis,US,Los Angeles,US,7,21.56,road,audio,875.96,0
SO-01306,2026-03-20,C-KAR-032,Dubai DC,Dubai,AE,Karachi,PK,8,31.37,sea,cases,556.09,0
SO-00746,2026-03-21,C-NEW-003,Memphis DC,Memphis,US,New York City,US,3,8.19,road,audio,334.27,1
SO-01068,2026-03-21,C-BOG-032,Memphis DC,Memphis,US,Bogota,CO,15,26.51,air,cases,115.21,0
SO-00190,2026-03-22,C-PAR-029,Rotterdam DC,Rotterdam,NL,Paris,FR,3,7.8,road,cases,648.45,0
SO-00309,2026-03-22,C-WAR-011,Rotterdam DC,Rotterdam,NL,Warsaw,PL,13,35.85,road,audio,991.24,0
SO-00394,2026-03-22,C-TOK-007,Shenzhen DC,Shenzhen,CN,Tokyo,JP,3,12.71,sea,wearables,311.58,0
SO-00675,2026-03-22,C-SYD-033,Rotterdam DC,Rotterdam,NL,Sydney,AU,4,10.77,air,cables,383.36,0
SO-01257,2026-03-22,C-JOH-016,Dubai DC,Dubai,AE,Johannesburg,ZA,12,36.22,sea,audio,883.13,0
SO-00302,2026-03-23,C-WAR-030,Rotterdam DC,Rotterdam,NL,Warsaw,PL,4,10.27,road,cases,976.27,0
SO-00686,2026-03-23,C-SYD-027,Rotterdam DC,Rotterdam,NL,Sydney,AU,14,19.56,air,cases,1053.09,0
SO-00219,2026-03-24,C-MAD-031,Rotterdam DC,Rotterdam,NL,Madrid,ES,3,7.47,road,cables,1086.19,0
SO-00488,2026-03-24,C-SIN-007,Shenzhen DC,Shenzhen,CN,Singapore,SG,6,20.19,sea,cases,515.07,0
SO-00248,2026-03-25,C-MIL-032,Rotterdam DC,Rotterdam,NL,Milan,IT,6,17.55,road,chargers,520.62,0
SO-00607,2026-03-25,C-MAN-010,Shenzhen DC,Shenzhen,CN,Manila,PH,12,19.86,sea,cables,588.08,0
SO-00985,2026-03-25,C-MEX-022,Memphis DC,Memphis,US,Mexico City,MX,10,23.84,road,chargers,578.35,0
SO-01290,2026-03-25,C-KAR-035,Dubai DC,Dubai,AE,Karachi,PK,8,21.79,sea,wearables,798.79,0
SO-00081,2026-03-26,C-BER-009,Rotterdam DC,Rotterdam,NL,Berlin,DE,13,42.05,road,chargers,831.79,0
SO-00250,2026-03-26,C-MIL-007,Rotterdam DC,Rotterdam,NL,Milan,IT,12,36.02,road,cases,646.76,0
SO-00326,2026-03-26,C-STO-010,Rotterdam DC,Rotterdam,NL,Stockholm,SE,5,13.9,road,storage,687.77,0
SO-00592,2026-03-26,C-MAN-024,Shenzhen DC,Shenzhen,CN,Manila,PH,17,23.36,sea,audio,629.02,0
SO-00762,2026-03-26,C-NEW-016,Memphis DC,Memphis,US,New York City,US,8,18.97,road,wearables,783.46,0
SO-01106,2026-03-26,C-BUE-030,Memphis DC,Memphis,US,Buenos Aires,AR,9,30.59,sea,storage,589.29,0
SO-00151,2026-03-27,C-PAR-028,Rotterdam DC,Rotterdam,NL,Paris,FR,8,21.95,road,wearables,866.35,0
SO-00408,2026-03-27,C-TOK-032,Shenzhen DC,Shenzhen,CN,Tokyo,JP,4,8.38,sea,cables,879.27,0
SO-00547,2026-03-27,C-BAN-007,Shenzhen DC,Shenzhen,CN,Bangkok,TH,3,12.96,sea,storage,699.94,0
SO-01041,2026-03-27,C-SAO-031,Memphis DC,Memphis,US,Sao Paulo,BR,6,22.2,sea,cables,467.13,1
SO-01095,2026-03-27,C-SAN-032,Memphis DC,Memphis,US,Santiago,CL,11,21.63,sea,chargers,534.39,0
SO-00497,2026-03-28,C-SIN-023,Shenzhen DC,Shenzhen,CN,Singapore,SG,16,23.65,sea,wearables,500.77,0
SO-00751,2026-03-28,C-NEW-035,Memphis DC,Memphis,US,New York City,US,5,13.72,road,wearables,402.93,0
SO-00872,2026-03-28,C-CHI-034,Memphis DC,Memphis,US,Chicago,US,7,22.83,road,storage,488.97,1
SO-00178,2026-03-29,C-PAR-003,Rotterdam DC,Rotterdam,NL,Paris,FR,11,31.36,road,storage,610.77,0
SO-00202,2026-03-31,C-PAR-034,Rotterdam DC,Rotterdam,NL,Paris,FR,10,17.74,road,storage,770.72,0
SO-00581,2026-03-31,C-JAK-008,Shenzhen DC,Shenzhen,CN,Jakarta,ID,9,28.4,sea,wearables,625.67,0
SO-00796,2026-03-31,C-NEW-021,Memphis DC,Memphis,US,New York City,US,3,11.59,road,storage,685.17,0
SO-00062,2026-04-01,C-LON-007,Rotterdam DC,Rotterdam,NL,London,GB,10,27.89,road,audio,430.75,0
SO-01203,2026-04-01,C-NAI-013,Dubai DC,Dubai,AE,Nairobi,KE,12,29.96,air,cases,457.46,0
SO-00036,2026-04-02,C-LON-015,Rotterdam DC,Rotterdam,NL,London,GB,7,17.8,road,cases,368.0,0
SO-00293,2026-04-02,C-WAR-022,Rotterdam DC,Rotterdam,NL,Warsaw,PL,10,26.38,road,storage,688.85,0
SO-00491,2026-04-02,C-SIN-032,Shenzhen DC,Shenzhen,CN,Singapore,SG,5,16.02,sea,wearables,1123.04,0
SO-00800,2026-04-02,C-NEW-025,Memphis DC,Memphis,US,New York City,US,7,10.52,road,cases,902.62,0
SO-00918,2026-04-02,C-LOS-038,Memphis DC,Memphis,US,Los Angeles,US,8,20.22,road,cables,942.1,0
SO-01153,2026-04-02,C-RIY-037,Dubai DC,Dubai,AE,Riyadh,SA,8,14.48,road,audio,728.49,0
SO-00133,2026-04-03,C-BER-011,Rotterdam DC,Rotterdam,NL,Berlin,DE,7,20.4,road,cases,736.97,0
SO-00951,2026-04-03,C-TOR-018,Memphis DC,Memphis,US,Toronto,CA,9,16.87,road,storage,666.24,0
SO-01052,2026-04-03,C-SAO-021,Memphis DC,Memphis,US,Sao Paulo,BR,14,31.47,sea,cables,441.67,0
SO-00106,2026-04-04,C-BER-002,Rotterdam DC,Rotterdam,NL,Berlin,DE,6,19.46,road,cases,668.04,0
SO-00155,2026-04-04,C-PAR-008,Rotterdam DC,Rotterdam,NL,Paris,FR,8,18.38,road,chargers,696.53,0
SO-00181,2026-04-04,C-PAR-023,Rotterdam DC,Rotterdam,NL,Paris,FR,21,41.02,road,chargers,627.45,0
SO-00275,2026-04-04,C-MIL-007,Rotterdam DC,Rotterdam,NL,Milan,IT,9,26.55,road,chargers,770.68,0
SO-00786,2026-04-04,C-NEW-003,Memphis DC,Memphis,US,New York City,US,6,23.76,road,storage,778.39,0
SO-01270,2026-04-04,C-JOH-001,Dubai DC,Dubai,AE,Johannesburg,ZA,17,26.21,sea,storage,353.55,1
SO-00400,2026-04-05,C-TOK-004,Shenzhen DC,Shenzhen,CN,Tokyo,JP,5,16.19,sea,cases,1150.75,0
SO-00363,2026-04-06,C-DUB-035,Rotterdam DC,Rotterdam,NL,Dublin,IE,7,12.1,air,cases,508.07,0
SO-00744,2026-04-06,C-NEW-024,Memphis DC,Memphis,US,New York City,US,1,0.5,road,cases,364.89,0
SO-01097,2026-04-06,C-SAN-032,Memphis DC,Memphis,US,Santiago,CL,6,22.27,sea,cables,954.31,1
SO-00369,2026-04-07,C-TOK-033,Shenzhen DC,Shenzhen,CN,Tokyo,JP,9,25.47,sea,cables,810.82,0
SO-00663,2026-04-07,C-SYD-006,Rotterdam DC,Rotterdam,NL,Sydney,AU,7,14.09,air,cases,712.7,0
SO-00882,2026-04-07,C-LOS-019,Memphis DC,Memphis,US,Los Angeles,US,7,19.31,road,storage,1021.5,0
SO-00024,2026-04-08,C-LON-001,Rotterdam DC,Rotterdam,NL,London,GB,4,12.27,road,wearables,378.92,0
SO-00392,2026-04-09,C-TOK-005,Shenzhen DC,Shenzhen,CN,Tokyo,JP,10,20.68,sea,storage,985.84,0
SO-00396,2026-04-09,C-TOK-033,Shenzhen DC,Shenzhen,CN,Tokyo,JP,6,16.88,sea,cases,730.46,0
SO-00530,2026-04-09,C-BAN-024,Shenzhen DC,Shenzhen,CN,Bangkok,TH,7,22.02,sea,wearables,1074.85,0
SO-01023,2026-04-09,C-SAO-004,Memphis DC,Memphis,US,Sao Paulo,BR,13,21.78,sea,cables,898.59,0
SO-01135,2026-04-09,C-RIY-013,Dubai DC,Dubai,AE,Riyadh,SA,9,20.05,road,wearables,629.55,0
SO-00411,2026-04-10,C-TOK-039,Shenzhen DC,Shenzhen,CN,Tokyo,JP,6,10.44,sea,wearables,927.84,0
SO-00524,2026-04-10,C-BAN-020,Shenzhen DC,Shenzhen,CN,Bangkok,TH,3,11.65,sea,audio,538.86,0
SO-01274,2026-04-10,C-JOH-002,Dubai DC,Dubai,AE,Johannesburg,ZA,14,30.25,sea,cases,583.77,0
SO-00206,2026-04-11,C-MAD-032,Rotterdam DC,Rotterdam,NL,Madrid,ES,10,34.37,road,storage,750.81,0
SO-01006,2026-04-11,C-MEX-029,Memphis DC,Memphis,US,Mexico City,MX,7,23.28,road,storage,474.16,0
SO-00657,2026-04-12,C-MUM-030,Shenzhen DC,Shenzhen,CN,Mumbai,IN,9,31.09,sea,chargers,679.76,0
SO-01066,2026-04-12,C-BOG-010,Memphis DC,Memphis,US,Bogota,CO,5,17.79,air,chargers,624.72,0
SO-00010,2026-04-13,C-LON-039,Rotterdam DC,Rotterdam,NL,London,GB,13,23.08,road,cases,622.33,0
SO-00539,2026-04-13,C-BAN-004,Shenzhen DC,Shenzhen,CN,Bangkok,TH,4,14.37,sea,cases,631.95,0
SO-00571,2026-04-13,C-JAK-005,Shenzhen DC,Shenzhen,CN,Jakarta,ID,6,18.33,sea,chargers,520.75,0
SO-01012,2026-04-13,C-MEX-016,Memphis DC,Memphis,US,Mexico City,MX,12,31.12,road,storage,495.18,0
SO-00167,2026-04-14,C-PAR-001,Rotterdam DC,Rotterdam,NL,Paris,FR,4,11.39,road,cases,858.44,0
SO-01076,2026-04-14,C-BOG-008,Memphis DC,Memphis,US,Bogota,CO,8,26.61,air,cables,573.26,0
SO-01221,2026-04-14,C-NAI-005,Dubai DC,Dubai,AE,Nairobi,KE,11,25.17,air,storage,837.85,0
SO-00955,2026-04-15,C-TOR-025,Memphis DC,Memphis,US,Toronto,CA,5,19.08,road,audio,954.38,0
SO-00349,2026-04-16,C-DUB-032,Rotterdam DC,Rotterdam,NL,Dublin,IE,5,9.98,air,audio,232.65,1
SO-00567,2026-04-16,C-JAK-026,Shenzhen DC,Shenzhen,CN,Jakarta,ID,9,23.13,sea,audio,863.54,0
SO-00847,2026-04-16,C-CHI-034,Memphis DC,Memphis,US,Chicago,US,9,18.04,road,cables,921.79,0
SO-00901,2026-04-16,C-LOS-016,Memphis DC,Memphis,US,Los Angeles,US,7,19.12,road,wearables,700.36,0
SO-00938,2026-04-16,C-LOS-038,Memphis DC,Memphis,US,Los Angeles,US,7,24.81,road,chargers,590.7,0
SO-01117,2026-04-17,C-BUE-019,Memphis DC,Memphis,US,Buenos Aires,AR,11,25.13,sea,wearables,435.67,0
SO-00056,2026-04-18,C-LON-032,Rotterdam DC,Rotterdam,NL,London,GB,6,21.39,road,wearables,821.31,0
SO-00308,2026-04-18,C-WAR-018,Rotterdam DC,Rotterdam,NL,Warsaw,PL,1,1.35,road,wearables,416.93,0
SO-00379,2026-04-18,C-TOK-009,Shenzhen DC,Shenzhen,CN,Tokyo,JP,12,17.8,sea,chargers,888.25,0
SO-01218,2026-04-18,C-NAI-009,Dubai DC,Dubai,AE,Nairobi,KE,1,3.27,air,wearables,768.17,0
SO-01245,2026-04-18,C-LAG-033,Dubai DC,Dubai,AE,Lagos,NG,24,34.41,air,chargers,148.66,0
SO-01263,2026-04-18,C-JOH-038,Dubai DC,Dubai,AE,Johannesburg,ZA,14,29.79,sea,cables,506.16,0
SO-00529,2026-04-19,C-BAN-026,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,20.2,sea,wearables,544.89,0
SO-01145,2026-04-19,C-RIY-001,Dubai DC,Dubai,AE,Riyadh,SA,12,26.46,road,chargers,596.55,0
SO-00331,2026-04-21,C-STO-035,Rotterdam DC,Rotterdam,NL,Stockholm,SE,4,11.69,road,audio,729.79,0
SO-00714,2026-04-21,C-AUC-020,Rotterdam DC,Rotterdam,NL,Auckland,NZ,3,11.18,air,audio,1086.19,0
SO-00846,2026-04-21,C-CHI-035,Memphis DC,Memphis,US,Chicago,US,6,17.33,road,cables,613.47,0
SO-01125,2026-04-21,C-BUE-024,Memphis DC,Memphis,US,Buenos Aires,AR,7,21.92,sea,storage,525.76,0
SO-00046,2026-04-22,C-LON-033,Rotterdam DC,Rotterdam,NL,London,GB,10,22.37,road,cables,698.21,0
SO-00096,2026-04-22,C-BER-011,Rotterdam DC,Rotterdam,NL,Berlin,DE,9,22.7,road,chargers,431.1,0
SO-00209,2026-04-22,C-MAD-038,Rotterdam DC,Rotterdam,NL,Madrid,ES,9,28.34,road,cables,1007.34,0
SO-00601,2026-04-22,C-MAN-035,Shenzhen DC,Shenzhen,CN,Manila,PH,7,18.17,sea,chargers,468.12,0
SO-01190,2026-04-22,C-CAI-023,Dubai DC,Dubai,AE,Cairo,EG,6,24.83,sea,wearables,639.58,0
SO-00237,2026-04-23,C-MAD-001,Rotterdam DC,Rotterdam,NL,Madrid,ES,6,21.41,road,chargers,535.49,0
SO-00295,2026-04-23,C-WAR-004,Rotterdam DC,Rotterdam,NL,Warsaw,PL,13,44.34,road,chargers,523.9,0
SO-00385,2026-04-23,C-TOK-022,Shenzhen DC,Shenzhen,CN,Tokyo,JP,11,22.44,sea,audio,612.05,0
SO-01086,2026-04-23,C-SAN-020,Memphis DC,Memphis,US,Santiago,CL,11,34.08,sea,chargers,473.86,0
SO-00805,2026-04-24,C-CHI-039,Memphis DC,Memphis,US,Chicago,US,14,26.88,road,wearables,725.93,0
SO-01093,2026-04-24,C-SAN-034,Memphis DC,Memphis,US,Santiago,CL,13,27.24,sea,wearables,728.01,0
SO-01150,2026-04-24,C-RIY-008,Dubai DC,Dubai,AE,Riyadh,SA,11,19.71,road,storage,981.27,0
SO-01196,2026-04-24,C-CAI-002,Dubai DC,Dubai,AE,Cairo,EG,11,29.39,sea,storage,362.45,0
SO-00090,2026-04-25,C-BER-028,Rotterdam DC,Rotterdam,NL,Berlin,DE,10,35.0,road,chargers,914.39,0
SO-00185,2026-04-25,C-PAR-006,Rotterdam DC,Rotterdam,NL,Paris,FR,8,25.26,road,cases,764.63,0
SO-00290,2026-04-25,C-WAR-013,Rotterdam DC,Rotterdam,NL,Warsaw,PL,6,9.37,road,chargers,693.52,0
SO-00697,2026-04-25,C-AUC-038,Rotterdam DC,Rotterdam,NL,Auckland,NZ,4,11.47,air,cables,703.7,0
SO-00012,2026-04-26,C-LON-037,Rotterdam DC,Rotterdam,NL,London,GB,5,15.98,road,storage,697.42,0
SO-00801,2026-04-26,C-NEW-030,Memphis DC,Memphis,US,New York City,US,19,28.31,road,cases,843.34,0
SO-00968,2026-04-26,C-TOR-028,Memphis DC,Memphis,US,Toronto,CA,4,7.29,road,audio,854.43,0
SO-00335,2026-04-27,C-STO-031,Rotterdam DC,Rotterdam,NL,Stockholm,SE,4,15.84,road,audio,696.32,0
SO-00410,2026-04-27,C-TOK-013,Shenzhen DC,Shenzhen,CN,Tokyo,JP,4,5.74,sea,wearables,1010.05,0
SO-00549,2026-04-27,C-BAN-038,Shenzhen DC,Shenzhen,CN,Bangkok,TH,6,20.87,sea,chargers,682.04,0
SO-00829,2026-04-27,C-CHI-001,Memphis DC,Memphis,US,Chicago,US,5,19.81,road,cases,830.06,0
